,ID,Occupation,Job.Series,School,Major,Level.of.Education,Gender,Race,Disability,Hired
9052,9052,Air Traffic Control,2152,211440,Any Major,Associates Degree,Female,White,NA,N
9053,9053,Museum Specialist and Technician,1016,228778,Anthropology,Some College,Female,White,NA,N
9054,9054,Mediation,241,197708,Employee/Labor Relations,Some College,Male,White,NA,N
9055,9055,Entomology,414,131496,Biology,Master's/J.D./LL.B.,Female,Black/African American,NA,N
9056,9056,Housing Management,1173,239105,"Management, Facilities",Bachelor's Degree,Male,White,NA,Y
9057,9057,Medical Instrument Technician,649,196103,Medical Support,Bachelor's Degree,Female,Black/African American,targeted disability,N
9058,9058,Vocational Rehabilitation,1715,166027,Counseling,Bachelor's Degree,Female,White,NA,N
9059,9059,Commissary Store Management,1144,152080,Business,Master's/J.D./LL.B.,Male,White,NA,N
9060,9060,Aerospace Engineering,861,198419,Engineering (Any Specialty),PhD,Male,White,targeted disability,N
9061,9061,Transportation Loss and Damage Claims Examining,2135,221999,Transportation,Associates Degree,Male,White,NA,N
9062,9062,Border Patrol Agent,1896,100751,Criminal Justice/Law Enforcement,Some College,Male,White,disability,N
9063,9063,Agricultural Program Specialist,1145,122436,Agriculture,Bachelor's Degree,Male,White,NA,N
9064,9064,General Arts and Information,1001,190150,"Arts, Fine And Applied",Bachelor's Degree,Female,White,NA,N
9065,9065,Pathology Technician,646,193900,Medical Support,Associates Degree,Female,White,NA,N
9066,9066,Zoology,410,110662,Biology,PhD,Male,Hispanic/Latino,NA,N
9067,9067,Transportation Industry Analysis,2110,131469,Economics,Master's/J.D./LL.B.,Male,White,disability,N
9068,9068,Social Work,185,243744,Social Work,Associates Degree,Female,Black/African American,disability,Y
9069,9069,General Attorney,905,110644,Law,Master's/J.D./LL.B.,Male,White,NA,Y
9070,9070,Computer Science,1550,130794,Mathematics,Some College,Female,Asian,NA,Y
9071,9071,Air Safety Investigating,1815,130794,Aviation,Associates Degree,Male,White,NA,N
9072,9072,Financial Institution Examining,570,196103,Economics,Some College,Male,White,NA,N
9073,9073,Hospital Housekeeping Management,673,122436,Hospital Admin.,Associates Degree,Male,White,disability,N
9074,9074,Wildlife Refuge Management,485,197708,Meteorology,Some College,Male,White,NA,N
9075,9075,Medical Records Administration,669,100751,Library Science,PhD,Female,White,NA,N
9076,9076,Manual Arts Therapist,637,231174,Rehabilitation Therapy,Bachelor's Degree,Female,White,NA,N
9077,9077,Transportation Loss and Damage Claims Examining,2135,152080,Transportation,Bachelor's Degree,Female,White,NA,N
9078,9078,Contracting,1102,197708,Any Major,Bachelor's Degree,Female,Asian,targeted disability,N
9079,9079,Bond Sales Promotion,11,110635,Marketing,Associates Degree,Male,White,NA,N
9080,9080,Wildlife Refuge Management,485,231174,Meteorology,Master's/J.D./LL.B.,Female,White,NA,N
9081,9081,General Arts and Information,1001,198419,"Arts, Fine And Applied",Some College,Male,Black/African American,NA,N
9082,9082,Bond Sales Promotion,11,163286,Marketing,Some College,Male,White,NA,Y
9083,9083,Miscellaneous Administration and Program,301,166683,Public Admin.,Associates Degree,Female,Black/African American,NA,N
9084,9084,Equal Opportunity Compliance,360,165015,Liberal Arts/Humanities,Bachelor's Degree,Female,White,NA,N
9085,9085,Aviation Safety,1825,186131,Aviation,Bachelor's Degree,Male,White,disability,Y
9086,9086,Distribution Facilities and Storage Management,2030,100751,"Management, Facilities",Associates Degree,Male,White,targeted disability,N
9087,9087,Metallurgy,1321,131496,Physical Science,Associates Degree,Male,Black/African American,NA,N
9088,9088,Pathology Technician,646,144050,Medical Support,Associates Degree,Female,White,NA,N
9089,9089,Geodesy,1372,231174,Astronomy,Bachelor's Degree,Male,White,NA,N
9090,9090,Air Traffic Control,2152,201645,Any Major,Associates Degree,Male,White,NA,N
9091,9091,Telecommunications,391,110714,Communications,Master's/J.D./LL.B.,Male,Asian,NA,N
9092,9092,Environmental Protection Specialist,28,215062,Any Major,Master's/J.D./LL.B.,Male,White,disability,N
9093,9093,Dietitian and Nutritionist,630,233921,Food Technology And Safety,Some College,Male,White,NA,Y
9094,9094,Geography,150,110662,Geography,Bachelor's Degree,Male,American Indian/Alaskan Native,NA,N
9095,9095,Miscellaneous Administration and Program,301,198419,Public Admin.,Associates Degree,Male,White,NA,N
9096,9096,History,170,212054,History,Bachelor's Degree,Female,White,disability,N
9097,9097,Crop Insurance Administration,1161,195030,Insurance,Master's/J.D./LL.B.,Female,White,NA,N
9098,9098,General Anthropology,190,147767,Anthropology,Bachelor's Degree,Female,White,NA,N
9099,9099,Equal Opportunity Compliance,360,194824,Liberal Arts/Humanities,Bachelor's Degree,Male,Black/African American,NA,N
9100,9100,Equal Employment Opportunity,260,121150,Foreign Language,Some College,Female,Black/African American,NA,N
9101,9101,Foreign Affairs,130,217156,Foreign Language,Some College,Male,Black/African American,targeted disability,N
9102,9102,Archives Technician,1421,212054,History,Associates Degree,Male,White,NA,N
9103,9103,Biomedical Engineering,858,110662,Engineering (Any Specialty),Associates Degree,Male,Black/African American,NA,N
9104,9104,Customs Inspection,1890,230038,Foreign Language,Associates Degree,Male,Black/African American,NA,N
9105,9105,Plant Protection and Quarantine,436,227757,Horticulture,Associates Degree,Male,White,NA,N
9106,9106,Civil Engineering,810,110404,Engineering (Any Specialty),Bachelor's Degree,Female,White,disability,N
9107,9107,Administrative Law Judge,935,110662,Law,Some College,Male,American Indian/Alaskan Native,targeted disability,N
9108,9108,Geodetic Technician,1374,221999,Cartography,PhD,Male,White,NA,N
9109,9109,Logistics Management,346,223232,Any Major,Associates Degree,Female,Black/African American,NA,N
9110,9110,Bond Sales Promotion,11,110653,Marketing,Master's/J.D./LL.B.,Male,Black/African American,NA,N
9111,9111,Property Disposal,1104,134130,Marketing,Some College,Female,White,NA,N
9112,9112,Librarian,1410,223232,Library Science,Bachelor's Degree,Male,White,disability,N
9113,9113,Actuary,1510,110662,Economics,PhD,Male,White,NA,N
9114,9114,Education Services,1740,126614,Liberal Arts/Humanities,Master's/J.D./LL.B.,Female,White,disability,N
9115,9115,Air Traffic Control,2152,130794,Any Major,Some College,Female,Hispanic/Latino,NA,N
9116,9116,Operations Research,1515,204024,Mathematics,Associates Degree,Male,Black/African American,NA,N
9117,9117,Safety and Occupational Health Management,18,212054,Health,Master's/J.D./LL.B.,Male,Black/African American,NA,N
9118,9118,Operations Research,1515,197708,Mathematics,Some College,Female,Asian,disability,N
9119,9119,Hospital Housekeeping Management,673,243780,Hospital Admin.,Bachelor's Degree,Female,Black/African American,targeted disability,N
9120,9120,Language Specialist,1040,186131,Foreign Language,Some College,Female,White,NA,N
9121,9121,Photography,1060,168148,"Arts, Fine And Applied",Associates Degree,Male,Asian,NA,N
9122,9122,Equal Opportunity Compliance,360,214777,Liberal Arts/Humanities,Associates Degree,Male,Hispanic/Latino,disability,N
9123,9123,Tax Examining,592,166629,Finance,Some College,Male,White,NA,N
9124,9124,Purchasing,1105,186131,Purchasing,Some College,Male,White,NA,N
9125,9125,Nuclear Engineering,840,243744,Engineering (Any Specialty),Master's/J.D./LL.B.,Male,Black/African American,targeted disability,N
9126,9126,Geodesy,1372,212054,Astronomy,Associates Degree,Male,White,targeted disability,N
9127,9127,Management and Program Analysis,343,126775,Any Major,Bachelor's Degree,Female,White,targeted disability,N
9128,9128,Distribution Facilities and Storage Management,2030,166629,"Management, Facilities",Master's/J.D./LL.B.,Male,Black/African American,disability,N
9129,9129,Equal Opportunity Compliance,360,215293,Liberal Arts/Humanities,Bachelor's Degree,Female,White,NA,N
9130,9130,Cargo Scheduling,2144,168148,Transportation,PhD,Female,White,disability,N
9131,9131,Health System Specialist,671,162928,Hospital Admin.,Associates Degree,Female,Asian,NA,N
9132,9132,Health Physics,1306,110644,Chemistry,Bachelor's Degree,Male,White,NA,N
9133,9133,Agricultural Program Specialist,1145,236948,Agriculture,Master's/J.D./LL.B.,Female,Hispanic/Latino,targeted disability,N
9134,9134,Realty,1170,165015,Community Or City Planning,PhD,Male,Native Hawaiian/Pacific Islander,disability,N
9135,9135,Industrial Engineering,896,131469,Engineering (Any Specialty),Bachelor's Degree,Male,White,NA,N
9136,9136,Marine Cargo,2161,129020,Transportation,Some College,Male,White,NA,N
9137,9137,Equal Employment Opportunity,260,147767,Foreign Language,Bachelor's Degree,Male,White,NA,N
9138,9138,Plant Protection and Quarantine,436,195030,Horticulture,Master's/J.D./LL.B.,Female,Black/African American,disability,N
9139,9139,Trade Specialist,1140,186131,Business,Master's/J.D./LL.B.,Female,White,NA,N
9140,9140,Aircrew Technician,2185,110635,Aviation,Some College,Male,White,disability,N
9141,9141,Business and Industry,NA,221999,Industrial Management,Bachelor's Degree,Male,Black/African American,NA,N
9142,9142,Hydrology,1315,131496,Geology,PhD,Female,White,NA,N
9143,9143,Geography,150,110635,Geography,PhD,Male,White,NA,N
9144,9144,Trade Specialist,1140,204024,Business,Bachelor's Degree,Male,Black/African American,disability,N
9145,9145,Wildlife Refuge Management,485,196097,Meteorology,Associates Degree,Female,White,targeted disability,N
9146,9146,Insurance Examining,1163,215293,Insurance,Associates Degree,Male,White,targeted disability,N
9147,9147,Loan Specialist,1165,126614,Economics,Bachelor's Degree,Male,Black/African American,NA,N
9148,9148,Archivist,1420,110644,History,Bachelor's Degree,Male,White,NA,N
9149,9149,Communications Clerical,394,239105,Communications,Some College,Female,White,targeted disability,N
9150,9150,Miscellaneous Administration and Program,301,166683,Public Admin.,Associates Degree,Male,White,NA,N
9151,9151,Plant Protection and Quarantine,436,131159,Horticulture,Some College,Female,White,NA,N
9152,9152,Aircraft Operation,2181,165015,Aviation,Bachelor's Degree,Female,Black/African American,disability,N
9153,9153,Financial Analysis,1160,130794,Economics,Some College,Female,White,disability,N
9154,9154,Education Services,1740,110635,Liberal Arts/Humanities,Associates Degree,Female,Asian,disability,N
9155,9155,Exhibits Specialist,1010,243780,"Arts, Fine And Applied",Master's/J.D./LL.B.,Female,Hispanic/Latino,NA,Y
9156,9156,Recreation Aide and Assistant,189,186131,Physical Education,PhD,Male,White,NA,N
9157,9157,Paralegal Specialist,950,110680,Any Major,Some College,Female,White,NA,N
9158,9158,Computer Engineering,854,166027,Engineering (Any Specialty),Some College,Male,Black/African American,NA,N
9159,9159,Social Services,187,121150,Counseling,Some College,Female,Black/African American,disability,N
9160,9160,Telecommunications,391,162928,Communications,PhD,Male,White,NA,N
9161,9161,Library Technician,1411,170976,Library Science,PhD,Male,White,NA,N
9162,9162,Visual Information,1084,100751,"Arts, Fine And Applied",Associates Degree,Male,White,targeted disability,N
9163,9163,Aircrew Technician,2185,215062,Aviation,Bachelor's Degree,Female,Black/African American,targeted disability,N
9164,9164,Equipment Specialist,1670,139959,Industrial Management,Master's/J.D./LL.B.,Male,White,disability,Y
9165,9165,Legal Instruments Examining,963,198419,Law,Some College,Male,White,NA,N
9166,9166,United States Marshal,82,212054,Criminal Justice/Law Enforcement,Some College,Female,White,NA,N
9167,9167,General Fish and Wildlife Administration,480,110635,Environmental Studies,Master's/J.D./LL.B.,Male,White,disability,N
9168,9168,Equal Opportunity Compliance,360,186131,Liberal Arts/Humanities,Master's/J.D./LL.B.,Male,More than one race,NA,N
9169,9169,Language Specialist,1040,152080,Foreign Language,Some College,Male,White,NA,Y
9170,9170,Realty,1170,228778,Community Or City Planning,Bachelor's Degree,Female,Hispanic/Latino,NA,N
9171,9171,Intelligence,132,166027,Accounting,Bachelor's Degree,Male,White,NA,N
9172,9172,Hospital Housekeeping Management,673,110653,Hospital Admin.,Bachelor's Degree,Male,White,disability,N
9173,9173,Medical Records Technician,675,221999,Medical Support,Some College,Female,White,disability,N
9174,9174,Tax Law Specialist,987,186131,Law,Master's/J.D./LL.B.,Female,Hispanic/Latino,NA,N
9175,9175,Education and Training Technician,1702,223232,Education,Master's/J.D./LL.B.,Male,White,NA,N
9176,9176,Plant Protection and Quarantine,436,100751,Horticulture,Bachelor's Degree,Male,White,targeted disability,N
9177,9177,Apprenticeship and Training,243,199193,Human Resource Mgt.,Associates Degree,Male,White,NA,N
9178,9178,Environmental Health Technician,698,162928,Environmental Studies,PhD,Female,White,NA,N
9179,9179,Social Work,185,196103,Social Work,Associates Degree,Male,White,NA,Y
9180,9180,Geology,1350,144050,Geology,Some College,Male,Black/African American,disability,N
9181,9181,Environmental Protection Specialist,28,166683,Any Major,PhD,Female,White,NA,N
9182,9182,Securities Compliance Examining,1831,110644,Finance,Bachelor's Degree,Male,Black/African American,targeted disability,N
9183,9183,Library Technician,1411,131496,Library Science,Associates Degree,Male,Asian,disability,N
9184,9184,Archivist,1420,243744,History,Associates Degree,Female,White,disability,N
9185,9185,Pathology Technician,646,195030,Medical Support,Bachelor's Degree,Male,White,NA,N
9186,9186,Game Law Enforcement,1812,197708,Criminal Justice/Law Enforcement,Some College,Female,White,targeted disability,N
9187,9187,Consumer Safety,696,215293,Chemistry,Master's/J.D./LL.B.,Female,White,targeted disability,N
9188,9188,Management and Program Analysis,343,195030,Any Major,Master's/J.D./LL.B.,Female,White,NA,N
9189,9189,Social Work,185,211440,Social Work,Associates Degree,Male,White,disability,N
9190,9190,Civil Rights Analysis,160,231174,Any Major,Bachelor's Degree,Male,White,NA,N
9191,9191,Tax Examining,592,110635,Finance,Bachelor's Degree,Male,White,disability,N
9192,9192,Writing and Editing,1082,190150,Communications,Associates Degree,Male,White,disability,N
9193,9193,Internal Revenue Officer,1169,110635,Any Major,PhD,Male,White,NA,Y
9194,9194,Patent Attorney,1222,100751,Law,Bachelor's Degree,Male,White,NA,N
9195,9195,Logistics Management,346,152080,Any Major,Bachelor's Degree,Male,White,NA,N
9196,9196,Financial Institution Examining,570,196103,Economics,Master's/J.D./LL.B.,Male,White,NA,N
9197,9197,Bond Sales Promotion,11,123961,Marketing,Bachelor's Degree,Male,Black/African American,NA,N
9198,9198,Inventory Management,2010,147767,Marketing,Associates Degree,Male,White,disability,N
9199,9199,Program Management,340,197708,Computer Science,PhD,Male,Black/African American,disability,N
9200,9200,Nuclear Engineering,840,122436,Engineering (Any Specialty),Bachelor's Degree,Male,White,NA,N
9201,9201,Securities Compliance Examining,1831,197708,Finance,Associates Degree,Male,White,disability,N
9202,9202,Contact Representative,962,197708,Liberal Arts/Humanities,Bachelor's Degree,Male,Black/African American,NA,N
9203,9203,Social Insurance Administration,105,110404,Insurance,Bachelor's Degree,Female,White,disability,N
9204,9204,Agricultural Program Specialist,1145,100751,Agriculture,Bachelor's Degree,Male,Native Hawaiian/Pacific Islander,NA,N
9205,9205,Recreation Specialist,188,110653,Park And Recreation Management,Associates Degree,Male,White,disability,N
9206,9206,Geophysics,1313,123961,Geophysics,Associates Degree,Female,Black/African American,NA,N
9207,9207,Agricultural Commodity Grading,1980,178396,Agriculture,Associates Degree,Female,White,NA,N
9208,9208,Occupational Therapist,631,186131,Rehabilitation Therapy,Bachelor's Degree,Male,Black/African American,NA,N
9209,9209,Technical Writing and Editing,1083,131496,English And Literature,Associates Degree,Female,More than one race,disability,N
9210,9210,Workers' Compensation Claims Examining,991,131496,Employee/Labor Relations,Associates Degree,Male,White,NA,N
9211,9211,Appraising,1171,139959,Finance,Bachelor's Degree,Male,White,NA,N
9212,9212,Food Technology,1382,190150,Chemistry,Bachelor's Degree,Female,Asian,disability,Y
9213,9213,Government Accountability Office Evaluator,347,166629,Biology,Some College,Female,Asian,NA,N
9214,9214,Public Health Educator,1725,243780,Education,Associates Degree,Male,Black/African American,NA,N
9215,9215,Rehabilitation Therapy Assistant,636,214777,Rehabilitation Therapy,Associates Degree,Female,White,disability,N
9216,9216,Social Insurance Administration,105,110653,Insurance,Some College,Male,White,NA,N
9217,9217,Mediation,241,100751,Employee/Labor Relations,Some College,Female,Black/African American,NA,N
9218,9218,Social Services,187,199847,Counseling,Some College,Male,White,disability,N
9219,9219,Safety and Occupational Health Management,18,196103,Health,Bachelor's Degree,Male,White,NA,N
9220,9220,Technical Writing and Editing,1083,214777,English And Literature,Master's/J.D./LL.B.,Male,White,disability,N
9221,9221,Vocational Rehabilitation,1715,162928,Counseling,Some College,Male,White,NA,N
9222,9222,Sports Specialist,30,164924,Physical Education,Associates Degree,Female,White,NA,N
9223,9223,Management and Program Analysis,343,221999,Any Major,Associates Degree,Male,White,NA,Y
9224,9224,Social Science Aide and Technician,102,110653,Social Work,Bachelor's Degree,Male,American Indian/Alaskan Native,NA,N
9225,9225,Agricultural Program Specialist,1145,207971,Agriculture,Bachelor's Degree,Female,White,disability,N
9226,9226,Plant Physiology,435,170976,Botany,Associates Degree,Male,Black/African American,targeted disability,Y
9227,9227,Crop Insurance Administration,1161,110635,Insurance,Bachelor's Degree,Male,White,disability,N
9228,9228,Compliance Inspection and Support,1802,162928,Law Enforcement,Associates Degree,Male,Black/African American,disability,N
9229,9229,Biomedical Engineering,858,110635,Engineering (Any Specialty),PhD,Male,White,targeted disability,N
9230,9230,Mechanical Engineering,830,195030,Engineering (Any Specialty),Some College,Male,White,NA,N
9231,9231,General Biological Science,401,195030,Horticulture,Bachelor's Degree,Female,White,NA,N
9232,9232,Plant Protection and Quarantine,436,197708,Horticulture,Master's/J.D./LL.B.,Female,White,targeted disability,N
9233,9233,Horticulture,437,166683,Botany,Associates Degree,Female,White,NA,N
9234,9234,Telecommunications,391,147767,Communications,Master's/J.D./LL.B.,Female,Native Hawaiian/Pacific Islander,disability,N
9235,9235,Astronomy and Space Science,1330,178396,Astronomy,Associates Degree,Female,White,NA,N
9236,9236,Food Inspection,1863,215062,Public Health,Bachelor's Degree,Male,White,disability,N
9237,9237,Internal Revenue Agent,512,194824,Accounting,Bachelor's Degree,Female,Black/African American,disability,N
9238,9238,Environmental Protection Specialist,28,110644,Any Major,Associates Degree,Female,Hispanic/Latino,targeted disability,N
9239,9239,Vocational Rehabilitation,1715,139658,Counseling,Master's/J.D./LL.B.,Female,Hispanic/Latino,NA,N
9240,9240,Forestry Technician,462,190415,Botany,Bachelor's Degree,Male,Black/African American,disability,N
9241,9241,Trade Specialist,1140,162928,Business,Some College,Female,Hispanic/Latino,NA,N
9242,9242,Internal Revenue Officer,1169,236948,Any Major,Associates Degree,Male,White,targeted disability,N
9243,9243,Internal Revenue Officer,1169,144050,Any Major,Master's/J.D./LL.B.,Female,White,NA,N
9244,9244,Plant Protection and Quarantine,436,110635,Horticulture,Associates Degree,Female,White,disability,N
9245,9245,Statistician,1530,160755,Mathematics,Some College,Male,White,NA,N
9246,9246,Computer Science,1550,231174,Mathematics,Bachelor's Degree,Female,White,NA,N
9247,9247,Distribution Facilities and Storage Management,2030,110662,"Management, Facilities",PhD,Male,White,targeted disability,N
9248,9248,Miscellaneous Administration and Program,301,204024,Public Admin.,Bachelor's Degree,Male,White,NA,Y
9249,9249,Archives Technician,1421,170976,History,Associates Degree,Male,Black/African American,disability,N
9250,9250,Support Service,NA,231174,Management,Master's/J.D./LL.B.,Female,White,disability,N
9251,9251,Chemistry,1320,223232,Chemistry,Bachelor's Degree,Male,White,NA,N
9252,9252,Medical Technician,645,191241,Medical Support,Associates Degree,Male,White,disability,Y
9253,9253,Communications Clerical,394,195030,Communications,Bachelor's Degree,Male,More than one race,disability,N
9254,9254,Aircraft Operation,2181,110404,Aviation,Master's/J.D./LL.B.,Male,Black/African American,NA,N
9255,9255,Budget Analysis,560,166683,Business,Some College,Male,White,NA,N
9256,9256,Supply Program Management,2003,100751,Any Major,Some College,Female,Hispanic/Latino,NA,N
9257,9257,Public Utilities Specialist,1130,196103,Public Admin.,Some College,Male,White,disability,N
9258,9258,Education Services,1740,186131,Liberal Arts/Humanities,Associates Degree,Female,White,disability,N
9259,9259,Auditing,511,129020,Accounting,PhD,Female,Black/African American,targeted disability,N
9260,9260,Environmental Health Technician,698,212054,Environmental Studies,Master's/J.D./LL.B.,Female,White,NA,N
9261,9261,Ecology,408,110662,Environmental Studies,Bachelor's Degree,Male,Black/African American,disability,N
9262,9262,Internal Revenue Officer,1169,186131,Any Major,PhD,Female,Asian,NA,N
9263,9263,Commissary Store Management,1144,236948,Business,Bachelor's Degree,Female,Black/African American,disability,N
9264,9264,Housing Management,1173,190415,"Management, Facilities",Associates Degree,Female,White,NA,N
9265,9265,Construction Analyst,828,190150,Architecture,Some College,Female,White,NA,N
9266,9266,Social Services,187,122436,Counseling,Associates Degree,Male,Black/African American,NA,N
9267,9267,Apprenticeship and Training,243,186867,Human Resource Mgt.,Associates Degree,Female,White,NA,Y
9268,9268,Outdoor Recreation Planning,23,178396,Park And Recreation Management,Associates Degree,Male,White,NA,N
9269,9269,Agricultural Marketing,1146,139658,Marketing,Some College,Female,White,NA,N
9270,9270,Environmental Health Technician,698,198419,Environmental Studies,Some College,Female,White,NA,N
9271,9271,Geophysics,1313,123961,Geophysics,Some College,Male,White,targeted disability,N
9272,9272,Audiovisual Production,1071,212054,"Arts, Fine And Applied",Bachelor's Degree,Male,Black/African American,disability,N
9273,9273,Social Work,185,123961,Social Work,PhD,Male,White,disability,N
9274,9274,Outdoor Recreation Planning,23,190150,Park And Recreation Management,Associates Degree,Female,White,NA,N
9275,9275,Transportation Industry Analysis,2110,166629,Economics,Some College,Female,White,NA,N
9276,9276,Biomedical Engineering,858,145637,Engineering (Any Specialty),Associates Degree,Male,White,NA,Y
9277,9277,General Biological Science,401,147767,Horticulture,Associates Degree,Female,White,NA,N
9278,9278,Meteorology,1340,110644,Meteorology,Master's/J.D./LL.B.,Female,White,NA,Y
9279,9279,Pharmacist,660,110680,Pharmacy,Some College,Male,White,NA,N
9280,9280,Forestry Technician,462,198419,Botany,Bachelor's Degree,Male,White,NA,N
9281,9281,Agricultural Program Specialist,1145,110680,Agriculture,Associates Degree,Male,White,NA,N
9282,9282,Electronics Technician,856,214777,Electronics Technology,Associates Degree,Male,White,NA,N
9283,9283,Hydrology,1315,231174,Geology,Bachelor's Degree,Male,White,NA,N
9284,9284,Art Specialist,1056,168421,"Arts, Fine And Applied",Bachelor's Degree,Female,White,NA,N
9285,9285,Transportation Operations,2150,122436,Transportation,Some College,Male,Black/African American,NA,N
9286,9286,Soil Science,470,147767,Agriculture,Bachelor's Degree,Male,Asian,targeted disability,N
9287,9287,Chaplain,60,223232,Counseling,Master's/J.D./LL.B.,Male,Black/African American,NA,N
9288,9288,Archeology,193,212054,Archeology,Master's/J.D./LL.B.,Male,White,targeted disability,N
9289,9289,Claims Assistance and Examining,998,199847,Any Major,Associates Degree,Female,White,NA,N
9290,9290,Distribution Facilities and Storage Management,2030,228778,"Management, Facilities",Bachelor's Degree,Male,White,NA,N
9291,9291,Paralegal Specialist,950,223232,Any Major,Associates Degree,Male,White,NA,N
9292,9292,Geodetic Technician,1374,170976,Cartography,Some College,Male,White,disability,N
9293,9293,General Investigating,1810,123961,Any Major,Bachelor's Degree,Male,White,disability,N
9294,9294,Oceanography,1360,162928,Geology,Bachelor's Degree,Male,White,NA,N
9295,9295,Construction Analyst,828,221999,Architecture,Bachelor's Degree,Male,White,NA,N
9296,9296,Instructional Systems,1750,166683,Education,PhD,Male,White,NA,N
9297,9297,Geography,150,186131,Geography,PhD,Male,Black/African American,NA,N
9298,9298,Social Insurance Administration,105,110653,Insurance,Some College,Male,White,NA,N
9299,9299,Legal Instruments Examining,963,110404,Law,Associates Degree,Female,Hispanic/Latino,NA,N
9300,9300,Air Traffic Control,2152,131469,Any Major,Some College,Female,Asian,NA,N
9301,9301,Equal Employment Opportunity,260,131469,Foreign Language,PhD,Male,Asian,NA,Y
9302,9302,Criminal Investigating,1811,110653,Criminal Justice/Law Enforcement,PhD,Male,White,targeted disability,N
9303,9303,Financial Institution Examining,570,147767,Economics,Some College,Male,White,NA,N
9304,9304,Aircraft Operation,2181,170976,Aviation,Associates Degree,Male,White,disability,N
9305,9305,Occupational Therapist,631,214777,Rehabilitation Therapy,Bachelor's Degree,Female,Black/African American,NA,Y
9306,9306,Forestry,460,186131,Forestry,Some College,Female,White,NA,N
9307,9307,Budget Analysis,560,160755,Business,Bachelor's Degree,Male,White,NA,N
9308,9308,Realty,1170,100751,Community Or City Planning,Some College,Male,White,NA,Y
9309,9309,Wage and Hour Compliance,249,190150,Employee/Labor Relations,Associates Degree,Male,White,NA,N
9310,9310,Packaging,2032,131469,Marketing,Bachelor's Degree,Male,White,targeted disability,N
9311,9311,Transportation Operations,2150,201645,Transportation,Bachelor's Degree,Male,White,disability,N
9312,9312,Animal Science,487,168148,Zoology,Some College,Male,Black/African American,disability,N
9313,9313,Plant Physiology,435,178396,Botany,Some College,Female,White,NA,N
9314,9314,Health System Specialist,671,178396,Hospital Admin.,Bachelor's Degree,Male,White,disability,N
9315,9315,Import Specialist,1889,144050,Business,Associates Degree,Male,White,NA,N
9316,9316,Packaging,2032,196103,Marketing,Some College,Female,White,NA,N
9317,9317,Meteorology,1340,228778,Meteorology,Some College,Male,White,NA,N
9318,9318,Environmental Health Technician,698,122436,Environmental Studies,Associates Degree,Female,White,NA,N
9319,9319,Audiovisual Production,1071,198419,"Arts, Fine And Applied",Associates Degree,Male,White,targeted disability,N
9320,9320,Administrative Officer,341,178396,Any Major,Some College,Male,White,NA,N
9321,9321,Management and Program Analysis,343,194824,Any Major,Some College,Female,White,disability,N
9322,9322,Education and Training Technician,1702,204024,Education,Bachelor's Degree,Female,White,disability,N
9323,9323,Air Traffic Control,2152,110680,Any Major,Bachelor's Degree,Male,White,disability,N
9324,9324,Recreation/Creative Arts Therapist,638,110662,Park And Recreation Management,Bachelor's Degree,Male,White,disability,N
9325,9325,Air Traffic Control,2152,221999,Any Major,Bachelor's Degree,Female,White,NA,N
9326,9326,Agronomy,471,152080,Agronomy,Some College,Female,White,disability,N
9327,9327,Contracting,1102,228246,Any Major,Associates Degree,Female,Hispanic/Latino,NA,N
9328,9328,Industrial Hygiene,690,186131,Epidemiology,Associates Degree,Male,White,NA,N
9329,9329,General Biological Science,401,131469,Horticulture,Bachelor's Degree,Female,Hispanic/Latino,disability,N
9330,9330,Mathematics,1520,130943,Mathematics,Bachelor's Degree,Female,White,NA,N
9331,9331,Meteorology,1340,231174,Meteorology,Associates Degree,Female,White,disability,N
9332,9332,Intelligence,132,198419,Accounting,Master's/J.D./LL.B.,Male,White,NA,N
9333,9333,Plant Protection and Quarantine,436,178396,Horticulture,PhD,Female,White,NA,N
9334,9334,Environmental Health Technician,698,144050,Environmental Studies,Some College,Male,White,targeted disability,N
9335,9335,Cargo Scheduling,2144,100751,Transportation,Bachelor's Degree,Male,White,NA,N
9336,9336,Electronics Engineering,855,131496,Engineering (Any Specialty),Bachelor's Degree,Female,White,NA,N
9337,9337,Manual Arts Therapist,637,204796,Rehabilitation Therapy,Master's/J.D./LL.B.,Male,White,NA,N
9338,9338,Librarian,1410,182670,Library Science,Some College,Male,Asian,NA,N
9339,9339,Miscellaneous Clerk and Assistant,303,166027,Business,PhD,Male,White,NA,N
9340,9340,Support Service,NA,167358,Management,Associates Degree,Male,Hispanic/Latino,NA,N
9341,9341,Social Insurance Administration,105,166027,Insurance,Some College,Male,White,NA,N
9342,9342,Transportation Industry Analysis,2110,123961,Economics,Associates Degree,Female,Black/African American,NA,N
9343,9343,Customs Inspection,1890,217882,Foreign Language,Associates Degree,Male,White,NA,N
9344,9344,Nuclear Engineering,840,221999,Engineering (Any Specialty),Associates Degree,Male,White,NA,N
9345,9345,Technical Writing and Editing,1083,230038,English And Literature,Master's/J.D./LL.B.,Female,Black/African American,targeted disability,N
9346,9346,Social Insurance Administration,105,178396,Insurance,PhD,Female,White,NA,N
9347,9347,Geodetic Technician,1374,196413,Cartography,Some College,Female,White,NA,N
9348,9348,Wildlife Refuge Management,485,100751,Meteorology,Master's/J.D./LL.B.,Male,Black/African American,NA,N
9349,9349,Computer Science,1550,144050,Mathematics,Some College,Male,White,NA,N
9350,9350,Computer Science,1550,196103,Mathematics,Bachelor's Degree,Male,Black/African American,NA,N
